Базовая,Фото,Название,Артикул,Активность,Магазин,Группа,Количество,Торговое предложение,XML ID,Габариты,Артикул,Количество,Внешний ID,Активность,Закупочная цена,Закупочная цена торгового предложения,Внешний ID,Ссылка в магазине,Производитель,Вес,XML ID
15500,https://lubanikishina.com/upload/iblock/6d6/i7niyvtc2do29i8mzs3a71ss097zb21r.png,Жилет NEEM,WT/NEEM/black,1,Интернет магазин,Футболки и топы,1,Жилет NEEM (40),1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/black,1,2468,1,0,0,2461,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_2/,,—,1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/6d6/i7niyvtc2do29i8mzs3a71ss097zb21r.png,Жилет NEEM,WT/NEEM/black,1,Интернет магазин,Футболки и топы,1,Жилет NEEM (42),1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/black,0,2469,1,0,0,2461,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_2/,,—,1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/6d6/i7niyvtc2do29i8mzs3a71ss097zb21r.png,Жилет NEEM,WT/NEEM/black,1,Интернет магазин,Футболки и топы,1,Жилет NEEM (44),1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/black,0,2470,1,0,0,2461,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_2/,,—,1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/6d6/i7niyvtc2do29i8mzs3a71ss097zb21r.png,Жилет NEEM,WT/NEEM/black,1,Интернет магазин,Футболки и топы,1,Жилет NEEM (46),1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/black,0,2486,1,0,0,2461,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_2/,,—,1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858c-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/feb/nzu299eqk70o873zk70bt80w9i3wrstu.png,Жилет NEEM,WT/NEEM/white,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (40),1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/white,1,2465,1,0,0,2460,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_1/,,—,1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/feb/nzu299eqk70o873zk70bt80w9i3wrstu.png,Жилет NEEM,WT/NEEM/white,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (42),1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/white,0,2466,1,0,0,2460,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_1/,,—,1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/feb/nzu299eqk70o873zk70bt80w9i3wrstu.png,Жилет NEEM,WT/NEEM/white,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (44),1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/white,2,2467,1,0,0,2460,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_1/,,—,1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/feb/nzu299eqk70o873zk70bt80w9i3wrstu.png,Жилет NEEM,WT/NEEM/white,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (46),1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/white,0,2485,1,0,0,2460,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem_1/,,—,1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1e70858b-31d4-11f0-8e59-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/687/h8nixb4ykcks4z1lyjscynqs37d285qw.png,Жилет NEEM,WT/NEEM/ivory,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (40),504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/ivory,0,2462,1,0,0,2459,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem/,,—,504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/687/h8nixb4ykcks4z1lyjscynqs37d285qw.png,Жилет NEEM,WT/NEEM/ivory,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (42),504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/ivory,0,2463,1,0,0,2459,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem/,,—,504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/687/h8nixb4ykcks4z1lyjscynqs37d285qw.png,Жилет NEEM,WT/NEEM/ivory,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (44),504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/ivory,0,2464,1,0,0,2459,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem/,,—,504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
15500,https://lubanikishina.com/upload/iblock/687/h8nixb4ykcks4z1lyjscynqs37d285qw.png,Жилет NEEM,WT/NEEM/ivory,1,Интернет магазин,Футболки и топы,3,Жилет NEEM (46),504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,WT/NEEM/ivory,3,2484,1,0,0,2459,https://lubanikishina.com/catalog/futbolki_i_topy/zhilet_neem/,,—,504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 504ff4d2-28bd-11f0-8e57-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
98000,https://lubanikishina.com/upload/iblock/293/3qaku704lprg5uel2y7nbhkt9c0wywh0.jpg,Кожаная куртка Париж (PARIS) айвори,J/PARIS/white,1,Интернет магазин,Куртки,1,Кожаная куртка Париж (PARIS) айвори (40),3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,J/PARIS/white,0,1713,1,0,0,1709,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_parizh_paris_ayvori/,,—,3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
98000,https://lubanikishina.com/upload/iblock/293/3qaku704lprg5uel2y7nbhkt9c0wywh0.jpg,Кожаная куртка Париж (PARIS) айвори,J/PARIS/white,1,Интернет магазин,Куртки,1,Кожаная куртка Париж (PARIS) айвори (42),3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,J/PARIS/white,0,1714,1,0,0,1709,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_parizh_paris_ayvori/,,—,3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
98000,https://lubanikishina.com/upload/iblock/293/3qaku704lprg5uel2y7nbhkt9c0wywh0.jpg,Кожаная куртка Париж (PARIS) айвори,J/PARIS/white,1,Интернет магазин,Куртки,1,Кожаная куртка Париж (PARIS) айвори (44),3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,J/PARIS/white,1,1715,1,0,0,1709,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_parizh_paris_ayvori/,,—,3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 3cc4ac44-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
135000,https://lubanikishina.com/upload/iblock/de1/aarj200ynh0t9aqhs6ika400kt4o891q.jpg,Кожаная куртка Рим (ROME) черная,J/ROME/gl/black,1,Интернет магазин,Куртки,4,Кожаная куртка Рим (ROME) черная (44),3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,J/ROME/gl/black,2,1743,1,0,0,1721,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_rim_rome_chernaya/,,—,3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
135000,https://lubanikishina.com/upload/iblock/de1/aarj200ynh0t9aqhs6ika400kt4o891q.jpg,Кожаная куртка Рим (ROME) черная,J/ROME/gl/black,1,Интернет магазин,Куртки,4,Кожаная куртка Рим (ROME) черная (40),3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,J/ROME/gl/black,1,1741,1,0,0,1721,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_rim_rome_chernaya/,,—,3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
135000,https://lubanikishina.com/upload/iblock/de1/aarj200ynh0t9aqhs6ika400kt4o891q.jpg,Кожаная куртка Рим (ROME) черная,J/ROME/gl/black,1,Интернет магазин,Куртки,4,Кожаная куртка Рим (ROME) черная (42),3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,J/ROME/gl/black,1,1742,1,0,0,1721,https://lubanikishina.com/catalog/kurtki/kozhanaya_kurtka_rim_rome_chernaya/,,—,3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 3cc4ac3b-0153-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/a43/u741wzgj75sdulnuy0qeg1o39j934imc.jpg,Кожаный бомбер Порт (PORT) бежевый,J/PORT/beige,1,Интернет магазин,Куртки,3,Кожаный бомбер Порт (PORT) бежевый (40),22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/beige,0,2388,1,0,0,2387,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bezhevyy/,,—,22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/a43/u741wzgj75sdulnuy0qeg1o39j934imc.jpg,Кожаный бомбер Порт (PORT) бежевый,J/PORT/beige,1,Интернет магазин,Куртки,3,Кожаный бомбер Порт (PORT) бежевый (42),22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/beige,1,2389,1,0,0,2387,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bezhevyy/,,—,22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/a43/u741wzgj75sdulnuy0qeg1o39j934imc.jpg,Кожаный бомбер Порт (PORT) бежевый,J/PORT/beige,1,Интернет магазин,Куртки,3,Кожаный бомбер Порт (PORT) бежевый (44),22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/beige,1,2390,1,0,0,2387,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bezhevyy/,,—,22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/a43/u741wzgj75sdulnuy0qeg1o39j934imc.jpg,Кожаный бомбер Порт (PORT) бежевый,J/PORT/beige,1,Интернет магазин,Куртки,3,Кожаный бомбер Порт (PORT) бежевый (46),22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/beige,1,2391,1,0,0,2387,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bezhevyy/,,—,22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 22f2d59e-16b0-11f0-8e4f-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/e99/32eifhhfntpa5u87wyem3csu0zvncytp.png,Кожаный бомбер Порт (PORT) бордовый,J/PORT/vine,1,Интернет магазин,Куртки,1,Кожаный бомбер Порт (PORT) бордовый (40),02692279-20e4-11f0-8e54-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/vine,0,2488,1,0,0,2487,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bordovyy/,,—,02692279-20e4-11f0-8e54-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/e99/32eifhhfntpa5u87wyem3csu0zvncytp.png,Кожаный бомбер Порт (PORT) бордовый,J/PORT/vine,1,Интернет магазин,Куртки,1,Кожаный бомбер Порт (PORT) бордовый (42),02692279-20e4-11f0-8e54-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/vine,1,2489,1,0,0,2487,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bordovyy/,,—,02692279-20e4-11f0-8e54-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
137000,https://lubanikishina.com/upload/iblock/e99/32eifhhfntpa5u87wyem3csu0zvncytp.png,Кожаный бомбер Порт (PORT) бордовый,J/PORT/vine,1,Интернет магазин,Куртки,1,Кожаный бомбер Порт (PORT) бордовый (44),02692279-20e4-11f0-8e54-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,J/PORT/vine,0,2490,1,0,0,2487,https://lubanikishina.com/catalog/kurtki/kozhanyy_bomber_port_port_bordovyy/,,—,02692279-20e4-11f0-8e54-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 02692279-20e4-11f0-8e54-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/f1b/22nz4uprdo57i6m1cg20jvzk4d8rtkig.png,Кожаный пиджак Вайнона (WINONA) бордовый,BI/WINONA/wine,1,Интернет магазин,Жакеты,1,Кожаный пиджак Вайнона (WINONA) бордовый (40),4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/wine,0,2295,1,0,0,2294,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_bordovyy/,,—,4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/f1b/22nz4uprdo57i6m1cg20jvzk4d8rtkig.png,Кожаный пиджак Вайнона (WINONA) бордовый,BI/WINONA/wine,1,Интернет магазин,Жакеты,1,Кожаный пиджак Вайнона (WINONA) бордовый (42),4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/wine,1,2296,1,0,0,2294,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_bordovyy/,,—,4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/f1b/22nz4uprdo57i6m1cg20jvzk4d8rtkig.png,Кожаный пиджак Вайнона (WINONA) бордовый,BI/WINONA/wine,1,Интернет магазин,Жакеты,1,Кожаный пиджак Вайнона (WINONA) бордовый (44),4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/wine,0,2297,1,0,0,2294,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_bordovyy/,,—,4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4e31bf09-d702-11ef-8e23-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/1f0/nfr4e635kxzmhkulsk9kkf71g0fti8u6.jpg,Кожаный пиджак Вайнона (WINONA) оливковый,BI/WINONA/olive,1,Интернет магазин,Жакеты,4,Кожаный пиджак Вайнона (WINONA) оливковый (40),51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/olive,1,2224,1,0,0,2165,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_olivkovyy/,,—,51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/1f0/nfr4e635kxzmhkulsk9kkf71g0fti8u6.jpg,Кожаный пиджак Вайнона (WINONA) оливковый,BI/WINONA/olive,1,Интернет магазин,Жакеты,4,Кожаный пиджак Вайнона (WINONA) оливковый (42),51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/olive,1,2185,1,0,0,2165,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_olivkovyy/,,—,51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
120000,https://lubanikishina.com/upload/iblock/1f0/nfr4e635kxzmhkulsk9kkf71g0fti8u6.jpg,Кожаный пиджак Вайнона (WINONA) оливковый,BI/WINONA/olive,1,Интернет магазин,Жакеты,4,Кожаный пиджак Вайнона (WINONA) оливковый (44),51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,BI/WINONA/olive,2,2166,1,0,0,2165,https://lubanikishina.com/catalog/zhakety/kozhanyy_pidzhak_vaynona_winona_olivkovyy/,,—,51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1af-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
